Apgabals,Struktūrvienība,Party,Name,Gender,Number,Pluses,Minuses
Kurzeme,849. MELNSILA KLUBS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Kristīne Kleinšmite,Female,13,0,0
Kurzeme,849. MELNSILA KLUBS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Gražina Tētiņa,Female,14,0,0
Kurzeme,849. MELNSILA KLUBS,"7. ""Saskaņa"" sociāldemokrātiskā partija",Anna Vaisjūna,Female,15,0,0
Kurzeme,849. MELNSILA KLUBS,"8. Politiskā partija ""Stabilitātei!""",Sanita Petere,Female,1,0,0
Kurzeme,849. MELNSILA KLUBS,"8. Politiskā partija ""Stabilitātei!""",Vjačeslavs Ciganovs,Male,2,0,0
Kurzeme,849. MELNSILA KLUBS,"8. Politiskā partija ""Stabilitātei!""",Jānis Gaisiņš,Male,3,0,0
Kurzeme,849. MELNSILA KLUBS,"8. Politiskā partija ""Stabilitātei!""",Svetlana Jakovicka,Female,4,0,0
Kurzeme,849. MELNSILA KLUBS,"8. Politiskā partija ""Stabilitātei!""",Katerina Guzejeva,Female,5,0,0
Kurzeme,849. MELNSILA KLUBS,"9. Politiskā partija ""Tautas varas spēks""",Vladislavs Valentins,Male,1,1,0
Kurzeme,849. MELNSILA KLUBS,"9. Politiskā partija ""Tautas varas spēks""",Astra Andersone,Female,2,2,0
Kurzeme,849. MELNSILA KLUBS,"9. Politiskā partija ""Tautas varas spēks""",Emīlija Seklīte,Female,3,2,0
Kurzeme,849. MELNSILA KLUBS,"9. Politiskā partija ""Tautas varas spēks""",Eduards Rēdlihs,Male,4,1,0
Kurzeme,849. MELNSILA KLUBS,"9. Politiskā partija ""Tautas varas spēks""",Kaspars Feldmanis,Male,5,1,0
Kurzeme,849. MELNSILA KLUBS,"9. Politiskā partija ""Tautas varas spēks""",Jānis Mežciems,Male,6,1,0
Kurzeme,849. MELNSILA KLUBS,"9. Politiskā partija ""Tautas varas spēks""",Dainis Grosbahs,Male,7,1,0
Kurzeme,849. MELNSILA KLUBS,"9. Politiskā partija ""Tautas varas spēks""",Aija Šmite,Female,8,2,0
Kurzeme,849. MELNSILA KLUBS,"9. Politiskā partija ""Tautas varas spēks""",Anita Purgale,Female,9,2,0
Kurzeme,849. MELNSILA KLUBS,"9. Politiskā partija ""Tautas varas spēks""",Edgars Spridzāns,Male,10,1,0
Kurzeme,849. MELNSILA KLUBS,"9. Politiskā partija ""Tautas varas spēks""",Toms Gailišs,Male,11,1,0
Kurzeme,849. MELNSILA KLUBS,"9. Politiskā partija ""Tautas varas spēks""",Austris Kukulis,Male,12,1,0
Kurzeme,849. MELNSILA KLUBS,"9. Politiskā partija ""Tautas varas spēks""",Stevens Muižnieks,Male,13,1,0
Kurzeme,849. MELNSILA KLUBS,"9. Politiskā partija ""Tautas varas spēks""",Neviens Neviens,Male,14,0,0
Kurzeme,849. MELNSILA KLUBS,"9. Politiskā partija ""Tautas varas spēks""",Rainelda Greize,Female,15,2,0
Kurzeme,849. MELNSILA KLUBS,"10. Partija ""Vienoti Latvijai""",Madara Gobziņa,Female,1,0,0
Kurzeme,849. MELNSILA KLUBS,"10. Partija ""Vienoti Latvijai""",Iveta Kleinberga-Rupaine,Female,2,0,0
Kurzeme,849. MELNSILA KLUBS,"10. Partija ""Vienoti Latvijai""",Edgars Auziņš,Male,3,0,0
Kurzeme,849. MELNSILA KLUBS,"10. Partija ""Vienoti Latvijai""",Mārtiņš Zeidaks,Male,4,0,0
Kurzeme,849. MELNSILA KLUBS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ilze Indriksone,Female,1,3,2
Kurzeme,849. MELNSILA KLUBS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Artūrs Butāns,Male,2,0,3
Kurzeme,849. MELNSILA KLUBS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andis Zariņš,Male,3,0,3
Kurzeme,849. MELNSILA KLUBS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kristīna Ansone,Female,4,0,3
Kurzeme,849. MELNSILA KLUBS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Jankovskis,Male,5,2,3
Kurzeme,849. MELNSILA KLUBS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Normunds Dzintars,Male,6,0,1
Kurzeme,849. MELNSILA KLUBS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andis Āboliņš,Male,7,0,1
Kurzeme,849. MELNSILA KLUBS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edgars Kronbergs,Male,8,1,1
Kurzeme,849. MELNSILA KLUBS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Rimants Ziedonis,Male,9,2,1
Kurzeme,849. MELNSILA KLUBS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Marita Lapa,Female,10,0,1
Kurzeme,849. MELNSILA KLUBS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dzintars Rušmanis,Male,11,0,1
Kurzeme,849. MELNSILA KLUBS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ina Sila,Female,12,0,1
Kurzeme,849. MELNSILA KLUBS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Megija Paula Bērziņa,Female,13,1,1
Kurzeme,849. MELNSILA KLUBS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Baiba Rītere,Female,14,1,1
Kurzeme,849. MELNSILA KLUBS,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Vārpiņš,Male,15,2,1
Kurzeme,849. MELNSILA KLUBS,12. LATVIJA PIRMAJĀ VIETĀ,Ramona Petraviča,Female,1,2,0
Kurzeme,849. MELNSILA KLUBS,12. LATVIJA PIRMAJĀ VIETĀ,Natālija Magazeina,Female,2,0,0
Kurzeme,849. MELNSILA KLUBS,12. LATVIJA PIRMAJĀ VIETĀ,Māris Šveiduks,Male,3,1,0
Kurzeme,849. MELNSILA KLUBS,12. LATVIJA PIRMAJĀ VIETĀ,Sergejs Semenčukovs,Male,4,0,0
Kurzeme,849. MELNSILA KLUBS,12. LATVIJA PIRMAJĀ VIETĀ,Edvīns Krūmiņš,Male,5,1,0
Kurzeme,849. MELNSILA KLUBS,12. LATVIJA PIRMAJĀ VIETĀ,Egīls Ceiziņš,Male,6,0,0
Kurzeme,849. MELNSILA KLUBS,12. LATVIJA PIRMAJĀ VIETĀ,Liene Zāģere,Female,7,1,0
Kurzeme,849. MELNSILA KLUBS,12. LATVIJA PIRMAJĀ VIETĀ,Kristīne Ķēniņa,Female,8,0,0
Kurzeme,849. MELNSILA KLUBS,12. LATVIJA PIRMAJĀ VIETĀ,Dana Šlesere,Female,9,1,0
Kurzeme,849. MELNSILA KLUBS,12. LATVIJA PIRMAJĀ VIETĀ,Anželika Molotanova,Female,10,0,0
Kurzeme,849. MELNSILA KLUBS,12. LATVIJA PIRMAJĀ VIETĀ,Aivars Molotanovs,Male,11,1,0
Kurzeme,849. MELNSILA KLUBS,12. LATVIJA PIRMAJĀ VIETĀ,Eduards Zivtiņš,Male,12,0,0
Kurzeme,849. MELNSILA KLUBS,12. LATVIJA PIRMAJĀ VIETĀ,Aljeta Erdmane,Female,13,1,0
Kurzeme,849. MELNSILA KLUBS,12. LATVIJA PIRMAJĀ VIETĀ,Andris Baumanis,Male,14,0,0
Kurzeme,849. MELNSILA KLUBS,12. LATVIJA PIRMAJĀ VIETĀ,Gatis Rozenfelds,Male,15,1,0
Kurzeme,849. MELNSILA KLUBS,13. Konservatīvie,Krišjānis Feldmans,Male,1,0,0
Kurzeme,849. MELNSILA KLUBS,13. Konservatīvie,Uldis Budriķis,Male,2,0,0
Kurzeme,849. MELNSILA KLUBS,13. Konservatīvie,Santa Suhaka,Female,3,0,0
Kurzeme,849. MELNSILA KLUBS,13. Konservatīvie,Bruno Jurševics,Male,4,0,0
Kurzeme,849. MELNSILA KLUBS,13. Konservatīvie,Romāns Ernsons,Male,5,0,0
Kurzeme,849. MELNSILA KLUBS,13. Konservatīvie,Juris Orinskis,Male,6,0,0
Kurzeme,849. MELNSILA KLUBS,13. Konservatīvie,Ivo Tikums,Male,7,0,0
Kurzeme,849. MELNSILA KLUBS,13. Konservatīvie,Maira Kutuļska,Female,8,0,0
Kurzeme,849. MELNSILA KLUBS,13. Konservatīvie,Evita Pētersone,Female,9,0,0
Kurzeme,849. MELNSILA KLUBS,13. Konservatīvie,Anželika Jurševica,Female,10,0,0
Kurzeme,849. MELNSILA KLUBS,13. Konservatīvie,Andris Saulītis,Male,11,0,0
Kurzeme,849. MELNSILA KLUBS,13. Konservatīvie,Elena Blumberga,Female,12,0,0
Kurzeme,849. MELNSILA KLUBS,13. Konservatīvie,Kristers Andersons,Male,13,0,0
Kurzeme,849. MELNSILA KLUBS,13. Konservatīvie,Mārtiņš Štāls,Male,14,1,0
Kurzeme,849. MELNSILA KLUBS,13. Konservatīvie,Sandis Pūce,Male,15,0,0
Kurzeme,849. MELNSILA KLUBS,"14. Politiskā partija ""KATRAM UN KATRAI""",Agris Freifalts,Male,1,1,0
Kurzeme,849. MELNSILA KLUBS,"14. Politiskā partija ""KATRAM UN KATRAI""",Lāsma Skrābe,Female,2,1,0
Kurzeme,849. MELNSILA KLUBS,"14. Politiskā partija ""KATRAM UN KATRAI""",Aiva Daukša,Female,3,1,0
Kurzeme,849. MELNSILA KLUBS,"14. Politiskā partija ""KATRAM UN KATRAI""",Normunds Skrābe,Male,4,1,0
Kurzeme,849. MELNSILA KLUBS,"14. Politiskā partija ""KATRAM UN KATRAI""",Evija Kārkliņa,Female,5,1,0
Kurzeme,849. MELNSILA KLUBS,"14. Politiskā partija ""KATRAM UN KATRAI""",Jana Sietiņa,Female,6,1,0
Kurzeme,849. MELNSILA KLUBS,"14. Politiskā partija ""KATRAM UN KATRAI""",Laura Kontrauska,Female,7,1,0
Kurzeme,849. MELNSILA KLUBS,"14. Politiskā partija ""KATRAM UN KATRAI""",Inga Antensone,Female,8,1,0
Kurzeme,849. MELNSILA KLUBS,"14. Politiskā partija ""KATRAM UN KATRAI""",Romunds Brālis,Male,9,1,0
Kurzeme,849. MELNSILA KLUBS,"14. Politiskā partija ""KATRAM UN KATRAI""",Eleonora Grigāne,Female,10,1,0
Kurzeme,849. MELNSILA KLUBS,"14. Politiskā partija ""KATRAM UN KATRAI""",Roberts Brīvlauks,Male,11,1,0
Kurzeme,849. MELNSILA KLUBS,"14. Politiskā partija ""KATRAM UN KATRAI""",Kristers Niklāvs Koškins,Male,12,1,0
Kurzeme,849. MELNSILA KLUBS,"14. Politiskā partija ""KATRAM UN KATRAI""",Inga Lazarenoka,Female,13,1,0
Kurzeme,849. MELNSILA KLUBS,"14. Politiskā partija ""KATRAM UN KATRAI""",Raivis Fricsons,Male,14,1,0
Kurzeme,849. MELNSILA KLUBS,"14. Politiskā partija ""KATRAM UN KATRAI""",Ivars Vinters,Male,15,1,0
Kurzeme,849. MELNSILA KLUBS,"15. ""PROGRESĪVIE""",Liene Gātere,Female,1,4,0
Kurzeme,849. MELNSILA KLUBS,"15. ""PROGRESĪVIE""",Edgars Zelderis,Male,2,3,0
Kurzeme,849. MELNSILA KLUBS,"15. ""PROGRESĪVIE""",Miroslavs Kodis,Male,3,3,0
Kurzeme,849. MELNSILA KLUBS,"15. ""PROGRESĪVIE""",Marta Kraujiņa,Female,4,3,0
Kurzeme,849. MELNSILA KLUBS,"15. ""PROGRESĪVIE""",Ilva Norenberga,Female,5,3,0
Kurzeme,849. MELNSILA KLUBS,"15. ""PROGRESĪVIE""",Lauris Pīlēģis,Male,6,3,0
Kurzeme,849. MELNSILA KLUBS,"15. ""PROGRESĪVIE""",Ginta Ernštreite,Female,7,3,0
Kurzeme,849. MELNSILA KLUBS,"15. ""PROGRESĪVIE""",Kalvis Kalniņš,Male,8,3,0
Kurzeme,849. MELNSILA KLUBS,"15. ""PROGRESĪVIE""",Dāvis Lodziņš,Male,9,3,0
Kurzeme,849. MELNSILA KLUBS,"15. ""PROGRESĪVIE""",Sintija Ozoliņa,Female,10,3,0
Kurzeme,849. MELNSILA KLUBS,"15. ""PROGRESĪVIE""",Niks Derums,Male,11,3,0
Kurzeme,849. MELNSILA KLUBS,"15. ""PROGRESĪVIE""",Katrīna Vītola,Female,12,3,0
Kurzeme,849. MELNSILA KLUBS,"15. ""PROGRESĪVIE""",Māris Meldris,Male,13,3,0
Kurzeme,849. MELNSILA KLUBS,"15. ""PROGRESĪVIE""",Jurģis Kūliņš,Male,14,3,0
Kurzeme,849. MELNSILA KLUBS,"15. ""PROGRESĪVIE""",Andris Diržininks,Male,15,3,0
Kurzeme,849. MELNSILA KLUBS,16. Attīstībai/Par!,Kristaps Eklons,Male,1,0,0
Kurzeme,849. MELNSILA KLUBS,16. Attīstībai/Par!,Dace Bluķe,Female,2,0,0
Kurzeme,849. MELNSILA KLUBS,16. Attīstībai/Par!,Ainārs Dimants,Male,3,0,0
Kurzeme,849. MELNSILA KLUBS,16. Attīstībai/Par!,Uldis Zupa,Male,4,0,0
Kurzeme,849. MELNSILA KLUBS,16. Attīstībai/Par!,Ģirts Jankovskis,Male,5,0,0
Kurzeme,849. MELNSILA KLUBS,16. Attīstībai/Par!,Nora Patmalniece,Female,6,0,0
Kurzeme,849. MELNSILA KLUBS,16. Attīstībai/Par!,Ēriks Lingebērziņš,Male,7,0,0
Kurzeme,849. MELNSILA KLUBS,16. Attīstībai/Par!,Liene Reine-Miteva,Female,8,0,1
Kurzeme,849. MELNSILA KLUBS,16. Attīstībai/Par!,Gunta Jankovska,Female,9,1,0
Kurzeme,849. MELNSILA KLUBS,16. Attīstībai/Par!,Reinis Strolis,Male,10,0,0
Kurzeme,849. MELNSILA KLUBS,16. Attīstībai/Par!,Indra Rassa,Female,11,0,0
Kurzeme,849. MELNSILA KLUBS,16. Attīstībai/Par!,Nadīna Millere,Female,12,1,0
Kurzeme,849. MELNSILA KLUBS,16. Attīstībai/Par!,Gatis Nierliņš,Male,13,0,0
Kurzeme,849. MELNSILA KLUBS,16. Attīstībai/Par!,Aivars Graikstis,Male,14,1,0
Kurzeme,849. MELNSILA KLUBS,16. Attīstībai/Par!,Jurģis Spulenieks,Male,15,0,0
Kurzeme,849. MELNSILA KLUBS,"17. ""Apvienība Latvijai""",Guntis Rolis,Male,1,0,0
Kurzeme,849. MELNSILA KLUBS,"17. ""Apvienība Latvijai""",Jānis Gaudiešus,Male,2,0,0
Kurzeme,849. MELNSILA KLUBS,"17. ""Apvienība Latvijai""",Egils Matīss Madelis,Male,3,0,0
Kurzeme,849. MELNSILA KLUBS,"17. ""Apvienība Latvijai""",Iveta Samiņa,Female,4,0,0
Kurzeme,849. MELNSILA KLUBS,"17. ""Apvienība Latvijai""",Armands Bramanis,Male,5,0,0
Kurzeme,849. MELNSILA KLUBS,"17. ""Apvienība Latvijai""",Jānis Lesiņš,Male,6,0,0
Kurzeme,849. MELNSILA KLUBS,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Māris Kučinskis,Male,1,6,0
Kurzeme,849. MELNSILA KLUBS,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Linda Matisone,Female,2,1,0
Kurzeme,849. MELNSILA KLUBS,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aija Barča,Female,3,1,0
Kurzeme,849. MELNSILA KLUBS,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Edgars Putra,Male,4,1,0
Kurzeme,849. MELNSILA KLUBS,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aivis Landmanis,Male,5,0,0
Kurzeme,849. MELNSILA KLUBS,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Atis Deksnis,Male,6,1,0
Kurzeme,849. MELNSILA KLUBS,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Krista Vīndedze,Female,7,0,0
Kurzeme,849. MELNSILA KLUBS,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Raivis Kalējs,Male,8,0,0
Kurzeme,849. MELNSILA KLUBS,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Kristīne Niedre-Lathere,Female,9,1,0
Kurzeme,849. MELNSILA KLUBS,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ainis Stūrmanis,Male,10,0,0
Kurzeme,849. MELNSILA KLUBS,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Valdis Skujiņš,Male,11,1,0
Kurzeme,849. MELNSILA KLUBS,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Māris Dadzis,Male,12,0,0
Kurzeme,849. MELNSILA KLUBS,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Džeriņš,Male,13,0,0
Kurzeme,849. MELNSILA KLUBS,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ansis Brūns,Male,14,0,0
Kurzeme,849. MELNSILA KLUBS,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Krists Bergmanis,Male,15,1,0
Kurzeme,849. MELNSILA KLUBS,"19. Politiskā partija ""Republika""",Ēriks Pucens,Male,1,1,0
Kurzeme,849. MELNSILA KLUBS,"19. Politiskā partija ""Republika""",Egils Gusts,Male,2,0,0
Kurzeme,849. MELNSILA KLUBS,"19. Politiskā partija ""Republika""",Ilona Lielmane,Female,3,0,0
Kurzeme,849. MELNSILA KLUBS,"19. Politiskā partija ""Republika""",Agnese Ziediņa,Female,4,0,0
Kurzeme,849. MELNSILA KLUBS,"19. Politiskā partija ""Republika""",Edgars Lielmanis,Male,5,0,0
Kurzeme,849. MELNSILA KLUBS,"19. Politiskā partija ""Republika""",Inga Zirka,Female,6,0,0
Kurzeme,849. MELNSILA KLUBS,"19. Politiskā partija ""Republika""",Ginta Bukāte,Female,7,0,0
Kurzeme,849. MELNSILA KLUBS,"19. Politiskā partija ""Republika""",Inese Ozoliņa,Female,8,0,0
Kurzeme,849. MELNSILA KLUBS,"19. Politiskā partija ""Republika""",Anda Stiba,Female,9,0,0
Kurzeme,849. MELNSILA KLUBS,"19. Politiskā partija ""Republika""",Valdis Grīnfogels,Male,10,0,0
Kurzeme,849. MELNSILA KLUBS,"19. Politiskā partija ""Republika""",Matīss Krēže,Male,11,0,0
Kurzeme,849. MELNSILA KLUBS,"19. Politiskā partija ""Republika""",Oskars Straume,Male,12,0,0
Kurzeme,849. MELNSILA KLUBS,"19. Politiskā partija ""Republika""",Līga Leikarte,Female,13,0,0
Kurzeme,849. MELNSILA KLUBS,"19. Politiskā partija ""Republika""",Māra Kūriņa,Female,14,0,0
Kurzeme,849. MELNSILA KLUBS,"19. Politiskā partija ""Republika""",Uldis Ozoliņš,Male,15,0,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",1. Jaunā VIENOTĪBA,Arvils Ašeradens,Male,1,16,1
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",1. Jaunā VIENOTĪBA,Inga Bērziņa,Female,2,7,2
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",1. Jaunā VIENOTĪBA,Guntars Račs,Male,3,10,3
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",1. Jaunā VIENOTĪBA,Kārlis Strautiņš,Male,4,2,2
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",1. Jaunā VIENOTĪBA,Ģirts Valdis Kristovskis,Male,5,7,7
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",1. Jaunā VIENOTĪBA,Ingrīda Circene,Female,6,11,1
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",1. Jaunā VIENOTĪBA,Jānis Grahoļskis,Male,7,5,2
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",1. Jaunā VIENOTĪBA,Inna Kislina,Female,8,2,2
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",1. Jaunā VIENOTĪBA,Andis Bāliņš,Male,9,3,3
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",1. Jaunā VIENOTĪBA,Dace Šēle,Female,10,4,2
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",1. Jaunā VIENOTĪBA,Andris Jefimovs,Male,11,3,3
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",1. Jaunā VIENOTĪBA,Edgars Lūks,Male,12,3,2
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",1. Jaunā VIENOTĪBA,Intars Zēns,Male,13,2,2
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",1. Jaunā VIENOTĪBA,Māris Rozenbergs,Male,14,4,2
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",1. Jaunā VIENOTĪBA,Nellija Kleinberga,Female,15,5,2
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""","2. ""Latvijas Krievu savienība""",Jeļena Osipova,Female,1,0,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""","2. ""Latvijas Krievu savienība""",Igors Glazunovs,Male,2,0,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""","2. ""Latvijas Krievu savienība""",Aleksandrs Bērziņš,Male,3,0,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""","2. ""Latvijas Krievu savienība""",Tamāra Šustova,Female,4,0,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""","2. ""Latvijas Krievu savienība""",Romans Rodionovs,Male,5,0,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""","2. ""Latvijas Krievu savienība""",Valentīna Babaka,Female,6,0,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""","2. ""Latvijas Krievu savienība""",Andrejs Ostapenko,Male,7,0,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""","2. ""Latvijas Krievu savienība""",Vinsenta Daņiļceva,Female,8,0,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""","2. ""Latvijas Krievu savienība""",Oļegs Ivanovs,Male,9,0,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""","2. ""Latvijas Krievu savienība""",Sergejs Muļivanovs,Male,10,0,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""","2. ""Latvijas Krievu savienība""",Vladislavs Aleksandrovs,Male,11,0,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",3. Zaļo un Zemnieku savienība,Uldis Augulis,Male,1,11,1
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",3. Zaļo un Zemnieku savienība,Jānis Vucāns,Male,2,2,1
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",3. Zaļo un Zemnieku savienība,Gundars Daudze,Male,3,5,1
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",3. Zaļo un Zemnieku savienība,Reinis Doniņš,Male,4,3,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",3. Zaļo un Zemnieku savienība,Agija Kaunese,Female,5,2,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",3. Zaļo un Zemnieku savienība,Rūdolfs Punkstiņš,Male,6,3,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",3. Zaļo un Zemnieku savienība,Ģirts Štekerhofs,Male,7,2,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",3. Zaļo un Zemnieku savienība,Juris Goldmanis,Male,8,6,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",3. Zaļo un Zemnieku savienība,Andris Valerts,Male,9,4,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",3. Zaļo un Zemnieku savienība,Aija Staškova-Ciemīte,Female,10,5,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",3. Zaļo un Zemnieku savienība,Ilze Buņķe,Female,11,4,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",3. Zaļo un Zemnieku savienība,Dainis Kūla,Male,12,5,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",3. Zaļo un Zemnieku savienība,Arvis Kalniņš,Male,13,3,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",3. Zaļo un Zemnieku savienība,Kristīne Vāgnere-Davidova,Female,14,6,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",3. Zaļo un Zemnieku savienība,Uldis Boitmanis,Male,15,5,0
Kurzeme,"850. BĒRNU UN JAUNIEŠU INICIATĪVU CENTRS ""VARAVĪKSNE""",4. TAUTAS KALPI LATVIJAI,Normunds Zernis,Male,1,0,0
